date,port,cargo_type,historical_demand,inventory,import_volume,commodity_price,production_index,seasonality,port_traffic,demand
2020-08-01,Visakhapatnam,Coal,237612,86835,210613,125.2,115.1,1.0,54,297281
2020-08-01,Visakhapatnam,Iron Ore,194371,63574,207154,125.2,115.1,1.0,56,248643
2020-08-01,Paradip,Coal,244795,89806,260719,125.2,115.1,1.0,57,311520
2020-08-01,Paradip,Iron Ore,213048,71685,198126,125.2,115.1,1.0,60,261817
2020-08-01,Chennai,Coal,162248,50007,171084,125.2,115.1,1.0,40,202720
2020-08-01,Chennai,Iron Ore,152018,66754,157007,125.2,115.1,1.0,36,194874
2020-08-01,Kamarajar,Coal,187548,58383,181016,125.2,115.1,1.0,38,230352
2020-08-01,Kamarajar,Iron Ore,154031,67067,132808,125.2,115.1,1.0,33,186592
2020-08-01,Haldia,Coal,148521,59880,126254,125.2,115.1,1.0,32,178034
2020-08-01,Haldia,Iron Ore,118682,37194,115407,125.2,115.1,1.0,34,150186
2020-09-01,Visakhapatnam,Coal,218975,87524,220088,125.2,105.6,0.925,54,255602
2020-09-01,Visakhapatnam,Iron Ore,173868,75834,174289,125.2,105.6,0.925,46,199583
2020-09-01,Paradip,Coal,239313,107169,245250,125.2,105.6,0.925,58,272914
2020-09-01,Paradip,Iron Ore,181220,71502,164869,125.2,105.6,0.925,62,204447
2020-09-01,Chennai,Coal,163302,63880,148716,125.2,105.6,0.925,40,188468
2020-09-01,Chennai,Iron Ore,129797,43730,116828,125.2,105.6,0.925,36,142835
2020-09-01,Kamarajar,Coal,184607,80874,170391,125.2,105.6,0.925,46,207584
2020-09-01,Kamarajar,Iron Ore,140929,57129,135090,125.2,105.6,0.925,36,166705
2020-09-01,Haldia,Coal,118569,43718,107760,125.2,105.6,0.925,27,139263
2020-09-01,Haldia,Iron Ore,111750,39806,116747,125.2,105.6,0.925,37,129096
2020-10-01,Visakhapatnam,Coal,211094,88652,209319,131.6,106.2,0.87,52,240259
2020-10-01,Visakhapatnam,Iron Ore,162740,62625,153564,131.6,106.2,0.87,50,192002
2020-10-01,Paradip,Coal,219084,92097,212839,131.6,106.2,0.87,62,248504
2020-10-01,Paradip,Iron Ore,173895,65961,170428,131.6,106.2,0.87,56,197913
2020-10-01,Chennai,Coal,152698,49509,149712,131.6,106.2,0.87,39,182485
2020-10-01,Chennai,Iron Ore,105417,41672,108716,131.6,106.2,0.87,36,128786
2020-10-01,Kamarajar,Coal,155166,50339,138198,131.6,106.2,0.87,42,175495
2020-10-01,Kamarajar,Iron Ore,132448,57931,128091,131.6,106.2,0.87,35,152796
2020-10-01,Haldia,Coal,128356,49808,122809,131.6,106.2,0.87,30,138395
2020-10-01,Haldia,Iron Ore,92822,37400,84080,131.6,106.2,0.87,27,109383
2020-11-01,Visakhapatnam,Coal,206834,62157,186075,120.3,109.0,0.85,50,242520
2020-11-01,Visakhapatnam,Iron Ore,164833,60485,157188,120.3,109.0,0.85,50,197896
2020-11-01,Paradip,Coal,220069,76769,216068,120.3,109.0,0.85,59,263385
2020-11-01,Paradip,Iron Ore,161318,70427,155143,120.3,109.0,0.85,68,179835
2020-11-01,Chennai,Coal,159209,54194,152237,120.3,109.0,0.85,36,189354
2020-11-01,Chennai,Iron Ore,125344,49087,125077,120.3,109.0,0.85,34,152544
2020-11-01,Kamarajar,Coal,160108,57045,139386,120.3,109.0,0.85,37,187017
2020-11-01,Kamarajar,Iron Ore,118092,38464,119660,120.3,109.0,0.85,43,140149
2020-11-01,Haldia,Coal,133035,59353,143916,120.3,109.0,0.85,30,156481
2020-11-01,Haldia,Iron Ore,101673,42891,110888,120.3,109.0,0.85,30,121362
2020-12-01,Visakhapatnam,Coal,190707,66013,178780,118.1,100.0,0.87,46,205426
2020-12-01,Visakhapatnam,Iron Ore,158206,69279,159804,118.1,100.0,0.87,44,172117
2020-12-01,Paradip,Coal,225725,79539,246688,118.1,100.0,0.87,54,253855
2020-12-01,Paradip,Iron Ore,163595,60253,170765,118.1,100.0,0.87,61,183575
2020-12-01,Chennai,Coal,156056,63157,151634,118.1,100.0,0.87,44,165449
2020-12-01,Chennai,Iron Ore,117649,44505,114381,118.1,100.0,0.87,36,122479
2020-12-01,Kamarajar,Coal,161687,60372,149869,118.1,100.0,0.87,35,177582
2020-12-01,Kamarajar,Iron Ore,136638,41964,127781,118.1,100.0,0.87,39,150234
2020-12-01,Haldia,Coal,124675,51274,116583,118.1,100.0,0.87,34,133234
2020-12-01,Haldia,Iron Ore,105881,38643,100781,118.1,100.0,0.87,32,117187
2021-01-01,Visakhapatnam,Coal,220284,87843,199917,118.5,109.2,0.925,48,256299
2021-01-01,Visakhapatnam,Iron Ore,171467,58921,172540,118.5,109.2,0.925,49,205038
2021-01-01,Paradip,Coal,233985,88544,232700,118.5,109.2,0.925,53,269230
2021-01-01,Paradip,Iron Ore,192641,79244,170381,118.5,109.2,0.925,59,220567
2021-01-01,Chennai,Coal,168544,70002,158045,118.5,109.2,0.925,36,195849
2021-01-01,Chennai,Iron Ore,139655,44355,137056,118.5,109.2,0.925,30,162056
2021-01-01,Kamarajar,Coal,180213,78716,193284,118.5,109.2,0.925,36,211799
2021-01-01,Kamarajar,Iron Ore,143804,49106,151620,118.5,109.2,0.925,41,174153
2021-01-01,Haldia,Coal,147715,44948,157375,118.5,109.2,0.925,32,184324
2021-01-01,Haldia,Iron Ore,116070,35656,101774,118.5,109.2,0.925,29,141838
2021-02-01,Visakhapatnam,Coal,246947,74647,219859,119.6,112.2,1.0,56,300676
2021-02-01,Visakhapatnam,Iron Ore,207779,87678,210417,119.6,112.2,1.0,47,250819
2021-02-01,Paradip,Coal,266573,117295,267592,119.6,112.2,1.0,59,322120
2021-02-01,Paradip,Iron Ore,215763,96999,199451,119.6,112.2,1.0,52,264235
2021-02-01,Chennai,Coal,164502,61256,176358,119.6,112.2,1.0,44,203291
2021-02-01,Chennai,Iron Ore,145568,59439,153731,119.6,112.2,1.0,36,181610
2021-02-01,Kamarajar,Coal,182844,59220,160688,119.6,112.2,1.0,40,223715
2021-02-01,Kamarajar,Iron Ore,159160,67967,143395,119.6,112.2,1.0,44,187214
2021-02-01,Haldia,Coal,162971,57377,154064,119.6,112.2,1.0,31,197531
2021-02-01,Haldia,Iron Ore,118718,46799,113746,119.6,112.2,1.0,31,139005
2021-03-01,Visakhapatnam,Coal,253983,113533,245758,132.1,109.9,1.075,54,301038
2021-03-01,Visakhapatnam,Iron Ore,198409,76339,197198,132.1,109.9,1.075,51,245872
2021-03-01,Paradip,Coal,282757,117508,269557,132.1,109.9,1.075,57,328031
2021-03-01,Paradip,Iron Ore,212856,84807,205401,132.1,109.9,1.075,55,247566
2021-03-01,Chennai,Coal,202032,88413,177115,132.1,109.9,1.075,35,233373
2021-03-01,Chennai,Iron Ore,155906,49844,149597,132.1,109.9,1.075,43,188016
2021-03-01,Kamarajar,Coal,206928,76542,210782,132.1,109.9,1.075,41,244301
2021-03-01,Kamarajar,Iron Ore,164227,62663,175883,132.1,109.9,1.075,44,197340
2021-03-01,Haldia,Coal,162457,54757,140582,132.1,109.9,1.075,32,182325
2021-03-01,Haldia,Iron Ore,113708,50629,101630,132.1,109.9,1.075,29,130368
2021-04-01,Visakhapatnam,Coal,276527,89734,268788,126.5,107.8,1.13,50,314447
2021-04-01,Visakhapatnam,Iron Ore,216993,65399,232742,126.5,107.8,1.13,52,259987
2021-04-01,Paradip,Coal,288041,97003,266521,126.5,107.8,1.13,57,338807
2021-04-01,Paradip,Iron Ore,253392,96030,220322,126.5,107.8,1.13,57,295556
2021-04-01,Chennai,Coal,209344,92309,179180,126.5,107.8,1.13,49,235842
2021-04-01,Chennai,Iron Ore,163368,50254,139718,126.5,107.8,1.13,44,195474
2021-04-01,Kamarajar,Coal,200798,75790,197371,126.5,107.8,1.13,40,237512
2021-04-01,Kamarajar,Iron Ore,167898,61781,168026,126.5,107.8,1.13,43,193538
2021-04-01,Haldia,Coal,166685,67412,148990,126.5,107.8,1.13,32,189466
2021-04-01,Haldia,Iron Ore,119653,51189,113201,126.5,107.8,1.13,33,143976
2021-05-01,Visakhapatnam,Coal,282979,119750,281572,121.3,112.1,1.15,52,339315
2021-05-01,Visakhapatnam,Iron Ore,230562,69927,251544,121.3,112.1,1.15,56,280349
2021-05-01,Paradip,Coal,318162,124228,339333,121.3,112.1,1.15,57,386657
2021-05-01,Paradip,Iron Ore,249133,90833,226000,121.3,112.1,1.15,52,301821
2021-05-01,Chennai,Coal,200448,61241,210248,121.3,112.1,1.15,44,251810
2021-05-01,Chennai,Iron Ore,174887,71179,189793,121.3,112.1,1.15,33,217823
2021-05-01,Kamarajar,Coal,223286,90783,213485,121.3,112.1,1.15,42,268204
2021-05-01,Kamarajar,Iron Ore,176493,55847,168625,121.3,112.1,1.15,42,213463
2021-05-01,Haldia,Coal,181775,75850,184772,121.3,112.1,1.15,25,217832
2021-05-01,Haldia,Iron Ore,127844,45349,122996,121.3,112.1,1.15,35,154735
2021-06-01,Visakhapatnam,Coal,282166,89199,272040,118.3,114.9,1.13,48,348975
2021-06-01,Visakhapatnam,Iron Ore,205954,64040,213640,118.3,114.9,1.13,56,262828
2021-06-01,Paradip,Coal,310313,120421,277588,118.3,114.9,1.13,59,380724
2021-06-01,Paradip,Iron Ore,242054,99354,242740,118.3,114.9,1.13,61,295499
2021-06-01,Chennai,Coal,201765,86325,194497,118.3,114.9,1.13,39,247724
2021-06-01,Chennai,Iron Ore,166847,59826,169198,118.3,114.9,1.13,34,200438
2021-06-01,Kamarajar,Coal,216479,89142,228063,118.3,114.9,1.13,47,269738
2021-06-01,Kamarajar,Iron Ore,169622,62504,162691,118.3,114.9,1.13,41,215173
2021-06-01,Haldia,Coal,171063,70679,169046,118.3,114.9,1.13,33,210815
2021-06-01,Haldia,Iron Ore,126328,56549,114814,118.3,114.9,1.13,39,155996
2021-07-01,Visakhapatnam,Coal,273098,103136,264475,115.0,108.6,1.075,47,326475
2021-07-01,Visakhapatnam,Iron Ore,211585,88131,184627,115.0,108.6,1.075,59,247083
2021-07-01,Paradip,Coal,278724,124560,253023,115.0,108.6,1.075,49,322672
2021-07-01,Paradip,Iron Ore,225741,75163,219521,115.0,108.6,1.075,53,266845
2021-07-01,Chennai,Coal,200253,90015,199243,115.0,108.6,1.075,44,237494
2021-07-01,Chennai,Iron Ore,147738,65947,147051,115.0,108.6,1.075,32,174201
2021-07-01,Kamarajar,Coal,220737,66237,230358,115.0,108.6,1.075,40,257961
2021-07-01,Kamarajar,Iron Ore,162782,52568,173969,115.0,108.6,1.075,35,198445
2021-07-01,Haldia,Coal,164330,51640,149558,115.0,108.6,1.075,30,193183
2021-07-01,Haldia,Iron Ore,120242,41975,121495,115.0,108.6,1.075,29,143178
2021-08-01,Visakhapatnam,Coal,235329,75331,243916,123.9,112.3,1.0,45,286650
2021-08-01,Visakhapatnam,Iron Ore,190360,72869,183454,123.9,112.3,1.0,48,237948
2021-08-01,Paradip,Coal,265643,113748,260115,123.9,112.3,1.0,53,318878
2021-08-01,Paradip,Iron Ore,211538,73357,190868,123.9,112.3,1.0,55,251139
2021-08-01,Chennai,Coal,180965,72827,187383,123.9,112.3,1.0,39,218784
2021-08-01,Chennai,Iron Ore,146795,63445,152440,123.9,112.3,1.0,36,174087
2021-08-01,Kamarajar,Coal,195536,73031,185970,123.9,112.3,1.0,33,231182
2021-08-01,Kamarajar,Iron Ore,144182,60092,146876,123.9,112.3,1.0,38,177851
2021-08-01,Haldia,Coal,156060,51431,150383,123.9,112.3,1.0,30,189706
2021-08-01,Haldia,Iron Ore,107740,48437,112121,123.9,112.3,1.0,32,131663
2021-09-01,Visakhapatnam,Coal,232204,94573,201769,123.7,112.7,0.925,51,275435
2021-09-01,Visakhapatnam,Iron Ore,189415,67239,187390,123.7,112.7,0.925,49,228493
2021-09-01,Paradip,Coal,248142,108415,267134,123.7,112.7,0.925,50,300199
2021-09-01,Paradip,Iron Ore,187456,67159,163784,123.7,112.7,0.925,62,232944
2021-09-01,Chennai,Coal,151138,64078,155160,123.7,112.7,0.925,40,181362
2021-09-01,Chennai,Iron Ore,130137,41722,120257,123.7,112.7,0.925,33,157985
2021-09-01,Kamarajar,Coal,165133,50222,170860,123.7,112.7,0.925,39,199206
2021-09-01,Kamarajar,Iron Ore,141514,60904,120321,123.7,112.7,0.925,37,169561
2021-09-01,Haldia,Coal,146440,53141,141803,123.7,112.7,0.925,37,177124
2021-09-01,Haldia,Iron Ore,112462,39290,106791,123.7,112.7,0.925,32,137209
2021-10-01,Visakhapatnam,Coal,215638,91925,230939,124.7,112.5,0.87,52,263667
2021-10-01,Visakhapatnam,Iron Ore,173420,52313,147707,124.7,112.5,0.87,42,215583
2021-10-01,Paradip,Coal,213809,75661,230792,124.7,112.5,0.87,51,251823
2021-10-01,Paradip,Iron Ore,182495,74128,189841,124.7,112.5,0.87,53,221460
2021-10-01,Chennai,Coal,152453,51723,140818,124.7,112.5,0.87,36,186611
2021-10-01,Chennai,Iron Ore,125302,55007,127987,124.7,112.5,0.87,41,155424
2021-10-01,Kamarajar,Coal,152707,66551,162109,124.7,112.5,0.87,37,185203
2021-10-01,Kamarajar,Iron Ore,131377,45030,137700,124.7,112.5,0.87,48,162444
2021-10-01,Haldia,Coal,130284,44765,127130,124.7,112.5,0.87,34,162840
2021-10-01,Haldia,Iron Ore,97178,31537,93510,124.7,112.5,0.87,31,114986
2021-11-01,Visakhapatnam,Coal,198782,86672,194200,119.1,117.7,0.85,51,252037
2021-11-01,Visakhapatnam,Iron Ore,157247,64831,157005,119.1,117.7,0.85,55,200366
2021-11-01,Paradip,Coal,232699,83682,243230,119.1,117.7,0.85,52,304057
2021-11-01,Paradip,Iron Ore,169323,69480,147878,119.1,117.7,0.85,53,212192
2021-11-01,Chennai,Coal,162875,55201,174584,119.1,117.7,0.85,40,208171
2021-11-01,Chennai,Iron Ore,124676,47843,118858,119.1,117.7,0.85,41,151239
2021-11-01,Kamarajar,Coal,172618,57854,174847,119.1,117.7,0.85,37,222177
2021-11-01,Kamarajar,Iron Ore,120526,39212,116020,119.1,117.7,0.85,35,149134
2021-11-01,Haldia,Coal,127540,49271,132757,119.1,117.7,0.85,27,162043
2021-11-01,Haldia,Iron Ore,101001,39533,96850,119.1,117.7,0.85,36,131759
2021-12-01,Visakhapatnam,Coal,215174,96617,221886,129.8,114.0,0.87,49,268467
2021-12-01,Visakhapatnam,Iron Ore,177165,76214,173391,129.8,114.0,0.87,48,217310
2021-12-01,Paradip,Coal,238983,76159,249472,129.8,114.0,0.87,60,293202
2021-12-01,Paradip,Iron Ore,190599,64051,198235,129.8,114.0,0.87,51,241536
2021-12-01,Chennai,Coal,159957,71242,172977,129.8,114.0,0.87,35,200376
2021-12-01,Chennai,Iron Ore,119526,52002,112161,129.8,114.0,0.87,31,141353
2021-12-01,Kamarajar,Coal,163197,63706,166648,129.8,114.0,0.87,45,208100
2021-12-01,Kamarajar,Iron Ore,127280,55345,134581,129.8,114.0,0.87,39,155339
2021-12-01,Haldia,Coal,124237,46518,110858,129.8,114.0,0.87,24,151144
2021-12-01,Haldia,Iron Ore,119249,36963,121210,129.8,114.0,0.87,35,149702
2022-01-01,Visakhapatnam,Coal,232595,90209,216535,123.8,116.1,0.925,47,292876
2022-01-01,Visakhapatnam,Iron Ore,173862,74607,163751,123.8,116.1,0.925,46,217542
2022-01-01,Paradip,Coal,262267,99758,248267,123.8,116.1,0.925,54,321485
2022-01-01,Paradip,Iron Ore,211526,78537,195343,123.8,116.1,0.925,53,259408
2022-01-01,Chennai,Coal,171961,76397,159953,123.8,116.1,0.925,36,217619
2022-01-01,Chennai,Iron Ore,140203,44301,120763,123.8,116.1,0.925,40,178905
2022-01-01,Kamarajar,Coal,180372,76936,177606,123.8,116.1,0.925,35,225069
2022-01-01,Kamarajar,Iron Ore,139788,62441,143878,123.8,116.1,0.925,38,177896
2022-01-01,Haldia,Coal,150586,63701,155470,123.8,116.1,0.925,34,189121
2022-01-01,Haldia,Iron Ore,111261,34355,101591,123.8,116.1,0.925,36,137764
2022-02-01,Visakhapatnam,Coal,248185,106622,263442,121.2,116.3,1.0,50,308946
2022-02-01,Visakhapatnam,Iron Ore,206482,67649,202519,121.2,116.3,1.0,52,253125
2022-02-01,Paradip,Coal,271971,119393,251348,121.2,116.3,1.0,57,338803
2022-02-01,Paradip,Iron Ore,216625,82100,237821,121.2,116.3,1.0,59,272590
2022-02-01,Chennai,Coal,183445,66966,191923,121.2,116.3,1.0,35,234380
2022-02-01,Chennai,Iron Ore,138851,44260,143459,121.2,116.3,1.0,34,173462
2022-02-01,Kamarajar,Coal,209119,83517,215063,121.2,116.3,1.0,38,260003
2022-02-01,Kamarajar,Iron Ore,149480,54044,132529,121.2,116.3,1.0,40,184795
2022-02-01,Haldia,Coal,157164,68132,137113,121.2,116.3,1.0,37,196398
2022-02-01,Haldia,Iron Ore,125713,43810,123822,121.2,116.3,1.0,38,146163
2022-03-01,Visakhapatnam,Coal,265671,107146,264711,125.0,117.3,1.075,54,333782
2022-03-01,Visakhapatnam,Iron Ore,207559,79925,223413,125.0,117.3,1.075,50,263828
2022-03-01,Paradip,Coal,318738,125762,297574,125.0,117.3,1.075,60,396822
2022-03-01,Paradip,Iron Ore,234409,75320,250870,125.0,117.3,1.075,52,307695
2022-03-01,Chennai,Coal,212672,86950,207326,125.0,117.3,1.075,36,277878
2022-03-01,Chennai,Iron Ore,160149,62633,166583,125.0,117.3,1.075,43,205490
2022-03-01,Kamarajar,Coal,212107,66376,210893,125.0,117.3,1.075,42,266041
2022-03-01,Kamarajar,Iron Ore,154097,58095,163159,125.0,117.3,1.075,44,196187
2022-03-01,Haldia,Coal,179826,66355,173283,125.0,117.3,1.075,29,222250
2022-03-01,Haldia,Iron Ore,137467,44397,142686,125.0,117.3,1.075,38,171591
2022-04-01,Visakhapatnam,Coal,279499,92940,246120,129.2,116.6,1.13,57,357319
2022-04-01,Visakhapatnam,Iron Ore,230275,91322,236645,129.2,116.6,1.13,49,295298
2022-04-01,Paradip,Coal,307273,108328,262102,129.2,116.6,1.13,54,380258
2022-04-01,Paradip,Iron Ore,240777,104538,242475,129.2,116.6,1.13,54,304134
2022-04-01,Chennai,Coal,209474,80107,228902,129.2,116.6,1.13,36,268125
2022-04-01,Chennai,Iron Ore,164206,71410,155798,129.2,116.6,1.13,35,198250
2022-04-01,Kamarajar,Coal,231993,89584,247580,129.2,116.6,1.13,40,292293
2022-04-01,Kamarajar,Iron Ore,165947,64912,181530,129.2,116.6,1.13,39,216881
2022-04-01,Haldia,Coal,154432,66053,158405,129.2,116.6,1.13,35,180576
2022-04-01,Haldia,Iron Ore,147893,48296,138290,129.2,116.6,1.13,30,187572
2022-05-01,Visakhapatnam,Coal,298005,117416,265797,131.4,117.1,1.15,52,368216
2022-05-01,Visakhapatnam,Iron Ore,237278,98890,245627,131.4,117.1,1.15,49,303505
2022-05-01,Paradip,Coal,307535,113617,318224,131.4,117.1,1.15,60,384728
2022-05-01,Paradip,Iron Ore,264232,86325,235297,131.4,117.1,1.15,57,328973
2022-05-01,Chennai,Coal,214862,69541,222259,131.4,117.1,1.15,35,270904
2022-05-01,Chennai,Iron Ore,163939,54714,155703,131.4,117.1,1.15,43,203737
2022-05-01,Kamarajar,Coal,222260,82583,224357,131.4,117.1,1.15,41,280882
2022-05-01,Kamarajar,Iron Ore,182771,74868,188535,131.4,117.1,1.15,41,230430
2022-05-01,Haldia,Coal,193614,65571,171631,131.4,117.1,1.15,31,235723
2022-05-01,Haldia,Iron Ore,146642,52219,142964,131.4,117.1,1.15,30,194289
2022-06-01,Visakhapatnam,Coal,285296,125617,258461,120.6,109.7,1.13,50,330698
2022-06-01,Visakhapatnam,Iron Ore,225445,70306,199452,120.6,109.7,1.13,46,268113
2022-06-01,Paradip,Coal,292716,101886,307635,120.6,109.7,1.13,56,358993
2022-06-01,Paradip,Iron Ore,243105,101856,232976,120.6,109.7,1.13,52,293337
2022-06-01,Chennai,Coal,215842,94052,219166,120.6,109.7,1.13,38,255268
2022-06-01,Chennai,Iron Ore,156501,54523,168577,120.6,109.7,1.13,37,192399
2022-06-01,Kamarajar,Coal,227196,71957,248655,120.6,109.7,1.13,36,270462
2022-06-01,Kamarajar,Iron Ore,175685,55816,182055,120.6,109.7,1.13,37,209200
2022-06-01,Haldia,Coal,182746,56420,178684,120.6,109.7,1.13,32,224327
2022-06-01,Haldia,Iron Ore,139972,43518,123600,120.6,109.7,1.13,33,162552
2022-07-01,Visakhapatnam,Coal,266137,89446,290480,139.9,118.3,1.075,47,345697
2022-07-01,Visakhapatnam,Iron Ore,222111,82202,195640,139.9,118.3,1.075,51,282165
2022-07-01,Paradip,Coal,292906,124947,290776,139.9,118.3,1.075,58,371270
2022-07-01,Paradip,Iron Ore,240447,72241,242832,139.9,118.3,1.075,52,306218
2022-07-01,Chennai,Coal,199257,88732,185364,139.9,118.3,1.075,36,247002
2022-07-01,Chennai,Iron Ore,173636,56081,190481,139.9,118.3,1.075,46,224156
2022-07-01,Kamarajar,Coal,213970,68693,187216,139.9,118.3,1.075,39,275334
2022-07-01,Kamarajar,Iron Ore,178790,61489,176800,139.9,118.3,1.075,35,235838
2022-07-01,Haldia,Coal,169372,55655,149453,139.9,118.3,1.075,28,216537
2022-07-01,Haldia,Iron Ore,139270,50517,140349,139.9,118.3,1.075,37,174729
2022-08-01,Visakhapatnam,Coal,263323,99210,259588,136.3,115.4,1.0,50,328352
2022-08-01,Visakhapatnam,Iron Ore,195038,81334,209694,136.3,115.4,1.0,49,246094
2022-08-01,Paradip,Coal,265464,102716,246610,136.3,115.4,1.0,53,331542
2022-08-01,Paradip,Iron Ore,201404,69080,193272,136.3,115.4,1.0,57,256350
2022-08-01,Chennai,Coal,187800,84330,160655,136.3,115.4,1.0,37,230488
2022-08-01,Chennai,Iron Ore,140932,53697,125255,136.3,115.4,1.0,38,172849
2022-08-01,Kamarajar,Coal,191925,73325,203852,136.3,115.4,1.0,41,234637
2022-08-01,Kamarajar,Iron Ore,155991,52981,162607,136.3,115.4,1.0,43,198489
2022-08-01,Haldia,Coal,148649,53809,141276,136.3,115.4,1.0,35,179557
2022-08-01,Haldia,Iron Ore,121532,45771,117049,136.3,115.4,1.0,36,151464
2022-09-01,Visakhapatnam,Coal,243190,96496,226128,126.6,110.5,0.925,54,286513
2022-09-01,Visakhapatnam,Iron Ore,177694,77598,191430,126.6,110.5,0.925,58,215984
2022-09-01,Paradip,Coal,277613,86281,264817,126.6,110.5,0.925,54,339056
2022-09-01,Paradip,Iron Ore,198258,86015,208413,126.6,110.5,0.925,56,234825
2022-09-01,Chennai,Coal,172191,64488,185114,126.6,110.5,0.925,37,215407
2022-09-01,Chennai,Iron Ore,130084,45382,114909,126.6,110.5,0.925,38,152018
2022-09-01,Kamarajar,Coal,185401,66918,181611,126.6,110.5,0.925,44,220231
2022-09-01,Kamarajar,Iron Ore,148538,65681,128345,126.6,110.5,0.925,36,178319
2022-09-01,Haldia,Coal,150015,62351,136714,126.6,110.5,0.925,33,174442
2022-09-01,Haldia,Iron Ore,118684,39239,102125,126.6,110.5,0.925,28,146361
2022-10-01,Visakhapatnam,Coal,237328,89874,253790,129.0,114.2,0.87,48,299421
2022-10-01,Visakhapatnam,Iron Ore,171483,53487,159061,129.0,114.2,0.87,57,210553
2022-10-01,Paradip,Coal,240336,105575,240003,129.0,114.2,0.87,54,290614
2022-10-01,Paradip,Iron Ore,181495,64165,174257,129.0,114.2,0.87,59,229076
2022-10-01,Chennai,Coal,168488,61437,182092,129.0,114.2,0.87,40,211656
2022-10-01,Chennai,Iron Ore,143122,53172,150882,129.0,114.2,0.87,41,181043
2022-10-01,Kamarajar,Coal,156500,55615,134761,129.0,114.2,0.87,44,184663
2022-10-01,Kamarajar,Iron Ore,136212,51251,121676,129.0,114.2,0.87,34,168064
2022-10-01,Haldia,Coal,141212,60524,136734,129.0,114.2,0.87,32,172478
2022-10-01,Haldia,Iron Ore,98641,35893,98347,129.0,114.2,0.87,36,116446
2022-11-01,Visakhapatnam,Coal,213249,95838,193783,125.4,115.7,0.85,50,262945
2022-11-01,Visakhapatnam,Iron Ore,176630,78378,166152,125.4,115.7,0.85,51,221274
2022-11-01,Paradip,Coal,237882,87415,260633,125.4,115.7,0.85,56,299338
2022-11-01,Paradip,Iron Ore,191447,62167,180525,125.4,115.7,0.85,58,234726
2022-11-01,Chennai,Coal,146654,52205,139427,125.4,115.7,0.85,38,185788
2022-11-01,Chennai,Iron Ore,124076,49653,116092,125.4,115.7,0.85,37,155120
2022-11-01,Kamarajar,Coal,159241,61486,145956,125.4,115.7,0.85,44,196761
2022-11-01,Kamarajar,Iron Ore,136197,59539,147693,125.4,115.7,0.85,38,164883
2022-11-01,Haldia,Coal,133365,59888,116559,125.4,115.7,0.85,40,161256
2022-11-01,Haldia,Iron Ore,116083,36349,116610,125.4,115.7,0.85,34,146313
2022-12-01,Visakhapatnam,Coal,235666,72993,220348,130.4,114.3,0.87,52,301548
2022-12-01,Visakhapatnam,Iron Ore,175185,55067,149163,130.4,114.3,0.87,49,209770
2022-12-01,Paradip,Coal,225104,96885,206880,130.4,114.3,0.87,57,273733
2022-12-01,Paradip,Iron Ore,179882,70828,195748,130.4,114.3,0.87,54,231104
2022-12-01,Chennai,Coal,156306,68352,150919,130.4,114.3,0.87,39,190288
2022-12-01,Chennai,Iron Ore,117256,49436,113184,130.4,114.3,0.87,40,146276
2022-12-01,Kamarajar,Coal,167565,67355,157070,130.4,114.3,0.87,39,213495
2022-12-01,Kamarajar,Iron Ore,130298,42033,128317,130.4,114.3,0.87,49,154229
2022-12-01,Haldia,Coal,133110,50760,145758,130.4,114.3,0.87,33,163522
2022-12-01,Haldia,Iron Ore,101179,37227,89586,130.4,114.3,0.87,31,121946
2023-01-01,Visakhapatnam,Coal,227969,74590,244730,131.9,117.6,0.925,50,302881
2023-01-01,Visakhapatnam,Iron Ore,182786,77599,178857,131.9,117.6,0.925,49,224862
2023-01-01,Paradip,Coal,264742,80591,251645,131.9,117.6,0.925,62,341036
2023-01-01,Paradip,Iron Ore,210851,70582,206469,131.9,117.6,0.925,62,268196
2023-01-01,Chennai,Coal,157333,58453,145011,131.9,117.6,0.925,39,191290
2023-01-01,Chennai,Iron Ore,149325,50990,135252,131.9,117.6,0.925,38,185668
2023-01-01,Kamarajar,Coal,190610,62883,179741,131.9,117.6,0.925,39,243457
2023-01-01,Kamarajar,Iron Ore,150185,56133,153756,131.9,117.6,0.925,43,194670
2023-01-01,Haldia,Coal,146302,50496,155770,131.9,117.6,0.925,32,187400
2023-01-01,Haldia,Iron Ore,118329,52605,127997,131.9,117.6,0.925,32,150391
2023-02-01,Visakhapatnam,Coal,256794,80798,237726,126.0,127.8,1.0,54,347376
2023-02-01,Visakhapatnam,Iron Ore,210932,91379,192865,126.0,127.8,1.0,54,277361
2023-02-01,Paradip,Coal,279345,100902,262784,126.0,127.8,1.0,55,380053
2023-02-01,Paradip,Iron Ore,230552,96240,217827,126.0,127.8,1.0,59,315429
2023-02-01,Chennai,Coal,203548,69543,198900,126.0,127.8,1.0,36,275482
2023-02-01,Chennai,Iron Ore,147211,48237,130465,126.0,127.8,1.0,38,203282
2023-02-01,Kamarajar,Coal,202258,76039,217511,126.0,127.8,1.0,42,278952
2023-02-01,Kamarajar,Iron Ore,161368,49861,149640,126.0,127.8,1.0,37,217664
2023-02-01,Haldia,Coal,165806,59368,176556,126.0,127.8,1.0,27,228067
2023-02-01,Haldia,Iron Ore,132629,46346,119267,126.0,127.8,1.0,25,185688
2023-03-01,Visakhapatnam,Coal,273865,105071,263996,134.5,115.6,1.075,57,336087
